-0:37 | (New member) ありさ: BRO JOE COOL :_viviHeh:
0:21 | (Member (1 month)) Fran.454: :_viviRabu::_viviRabu::_viviRabu:
0:21 | (Member (2 months)) Michael M: VIVI
0:21 | (New member) biffman6: VIVIKZ
0:22 | (Member (2 months)) NOGAMES: LIVE
0:22 | (Member (2 months)) XingYuuü: VIVIKZZZZ
0:24 | (Member (2 months)) τεαcυρ ηγαη ηγαη: :_viviRabu::_viviRabu::_viviRabu:
0:24 | (New member) ありさ: OH MY GAD BRO 
0:26 | (Member (1 month)) Greg Eval: another one?
0:26 | (Member (2 months)) YourPetRock: VIVIKZ
0:26 | (Member (2 months)) Tvanon: VIVIKZ
0:27 | (Member (1 month)) Zest: VIVIKZ!
0:29 | (Member (2 months)) Joe Cool: VIVIKZ
0:29 | (New member) mitsuki: VIVIKZ!!:_viviRabu::_viviRabu:
0:30 | (New member) weenie: VIVIKZ
0:30 | (Member (1 month)) Grise Blacolar: actually true
0:31 | (Member (2 months)) Ray Mack: VIVIKZ
0:31 | Keira Yuki: Vivi is here!
0:34 | (Member (2 months)) dova_kain: :_viviRabu::_viviRabu::_viviWave::_viviWave:
0:35 | (New member) Abysmal: I agree Vivi
0:35 | (Member (2 months)) CFMG: VIVIKZ
0:36 | Vortex Warden: VIVIKZ
0:36 | (Moderator) cherry: tekken having good music isn't a hot take at all
0:37 | (Member (1 month)) MommaAngelCat😺 (Hex'sB-dayTwin): Ok Vivi!
0:37 | (Moderator) cherry: LMAOOO
0:39 | (Member (1 month)) Greg Eval: lmao vivi
0:39 | (New member) Knch: :_viviRabu::_viviRabu::_viviRabu:
0:40 | Kishinami: Lets goooo
0:40 | (Member (2 months)) Channing Dong: VIVIKZ
0:40 | (Member (2 months)) Arkathon: boutta post on twitter your hot take:_viviHeh:
0:42 | Nintentrix: lets go
0:44 | (Member (2 months)) エレテン: tekken soundtrack :_viviReach:
0:46 | (Member (1 month)) Ramegon01: :_viviWave::_viviWave::_viviWave:
0:48 | (Member (2 months)) Lemon-T: :_viviRabu::_viviRabu::_viviRabu:
0:49 | (Member (2 months)) τεαcυρ ηγαη ηγαη: VIVIKZ
0:50 | (Member (2 months)) Angus MacGyver: VIVIKZ:_viviWave::_viviWave::_viviWave:
0:50 | (Owner) Victoria Brightshield 【NIJISANJI EN】: yeah i guess saying strive has better music would be a hot take
0:51 | ThreeFacedLiar: VIVIKZ!
0:52 | (Member (2 months)) Arkathon: yeah fr Tekken music is pretty great
0:53 | (Member (1 month)) Carateca: people generally agree that tekken soundtrack is peak dont worry
0:56 | (New member) Evan: :_viviRabu::_viviRabu::_viviRabu:
0:57 | (Member (2 months)) Paperbacks_: Joe "the Oil Baron" Cool does it again:_viviRabu:
0:57 | (Member (2 months)) Tvanon: tekken do be the goat for fg music
1:00 | (Moderator) cherry: you'd get shot in the streets for strive
1:02 | (Member (2 months)) エレテン: :_viviHeh:
1:02 | (Member (2 months)) Angus MacGyver: omg raining gifted
1:03 | (Member (2 months)) Memers: Tekken music goes hard
1:06 | (Member (1 month)) Carateca: MBAACC soundtrack sweep though
1:09 | (New member) CEO Majima S. Based: Dunno both are really good
1:12 | (Member (2 months)) Jojora: Well strive has it's own thing going tbf
1:12 | (New member) Khoi Tran: Tekken always has hype music
1:12 | Keira Yuki: So much gifted
1:16 | (Member (2 months)) Arkathon: this game got a jukebox feature so you can listen to ALL the past Tekken music
1:18 | (Member (2 months)) muxperienceYT: strive OST suck, your honor
1:19 | (Member (1 month)) MommaAngelCat😺 (Hex'sB-dayTwin): Thank you everyone for the tons of GIFTED MEMBIES!:_viviPien::_viviRabu:
1:19 | zeusie: :face-blue-smiling:
1:19 | xck: have you listened to the character select track vivi? how can you say that?
1:20 | (Member (1 month)) Totte: :_viviComfy::_viviComfy:
1:22 | (New member) Abysmal: Tekken is a goat fighting game period tbh lol
1:23 | Vortex Warden: these chads going off with the gifts wtf
1:30 | (New member) Zëe: :_viviComfy::_viviComfy:
1:31 | (New member) weenie: :_viviComfy::_viviComfy::_viviComfy:
1:34 | (New member) Khoi Tran: I may not be into Tekken as much as other FGs, but Tekken music never disappoints
1:35 | (Member (1 month)) gummicro: :_viviRabu:
1:37 | (Member (2 months)) Mcvaca: VIVIKZ!
1:37 | Reno: Pog
1:37 | (New member) ありさ: guys, i just want to take EVERYONE for the gifted members its really nice to be in this community!! :_viviRabu:
1:41 | Bunko Genki: so many gifts wtf
1:43 | Rojjy: ohavivi
1:43 | (Member (2 months)) Zeke: :_viviComfy::_viviRabu::_viviRabu:
1:45 | (New member) Abysmal: :_viviRabu::_viviRabu::_viviRabu:
1:47 | (Member (2 months)) sailormoon4eternal: VIVIZ
1:47 | Vlo Kakaimo: Oh wow so many gifts, thank you gifters! o7
1:51 | (Member (1 month)) Austin: :_viviRabu::_viviRabu::_viviRabu:
1:51 | (New member) R-Zero: :_viviRabu::_viviRabu::_viviRabu:
1:53 | (Member (2 months)) Sura: :_viviRabu::_viviRabu::_viviRabu:
1:54 | maishi: :face-red-heart-shape::face-red-heart-shape:
1:54 | Keira Yuki: Raining gifts in chat
1:57 | (Member (2 months)) Channing Dong: :_viviRabu: 
1:57 | (New member) Abysmal: MADLADS 
2:00 | (New member) Kiki Aryos: :_viviRabu::_viviRabu::_viviRabu:
2:01 | (Member (1 month)) Nate3k: :_viviRabu::_viviRabu::_viviRabu:
2:02 | (New member) Waffu: Ikzz!! :_viviRabu:
2:08 | Bears4L: thanks VB
2:08 | (Member (2 months)) Angus MacGyver: :_viviRabu::_viviRabu::_viviRabu:
2:10 | (New member) Waffu: Yippee :_viviRabu::_viviRabu:
2:10 | (New member) Bunko Genki: :_viviRabu::_viviRabu::_viviRabu::_viviRabu:
2:12 | (Member (2 months)) CFMG: :_viviRabu::_viviRabu::_viviRabu:
2:15 | (New member) Raevyn01: YIPIIIIEH :_viviWave:
2:16 | Valen : Get EM VIVI
2:18 | (Member (2 months)) Roey[PalmSpaghetti]: Eyyyy
2:19 | (Member (2 months)) Jojora: :_viviWave::_viviWave::_viviWave:
2:20 | vivi: yippeee
2:20 | (Member (2 months)) Michael M: HYPE
2:22 | (Member (2 months)) Jojora: Yippee
2:22 | (Member (1 month)) Zest: yippee!
2:22 | (Member (2 months)) Arkathon: hi vivi
2:23 | (Member (2 months)) Tvanon: YIPPEE
2:24 | Cp3n: Crazy
2:24 | GameGuyZ: Hello Victoria =}
2:24 | (Member (2 months)) Mox: Yipee
2:24 | (New member) Waffu: :_viviRabu::_viviRabu::_viviRabu:
2:24 | (Member (1 month)) Greg Eval: :_viviRabu::_viviRabu::_viviRabu:
2:24 | (Member (1 month)) Gravitea: Thanks for the gift Bloodlust:_viviRabu:
2:24 | (New member) weenie: :_viviRabu::_viviRabu::_viviRabu:
2:25 | (New member) biffman6: Yippee!
2:25 | (Member (1 month)) Carateca: happy big friday!
2:25 | (New member) Kiki Aryos: :_viviWave::_viviWave::_viviWave:
2:26 | (Member (2 months)) clearplasticcups: Hi Vivi!
2:26 | (Member (2 months)) XingYuuü: Yippeeeee
2:27 | (Member (1 month)) gummicro: yippiii!!
2:27 | (Member (2 months)) Pie: Yippeee:_viviRabu:
2:27 | (Member (1 month)) Fran.454: :_viviRabu::_viviRabu::_viviRabu::_viviRabu:
2:28 | Darling: yippee!
2:28 | (New member) Khoi Tran: Hello Vivi! :_viviRabu:
2:29 | (New member) Raevyn01: Hey Vivi:_viviRabu:
2:29 | (Member (2 months)) Angus MacGyver: HI VIVI:_viviWave::_viviWave::_viviWave:
2:29 | (New member) Rojjy: Thank you for the gifted membreship!
2:31 | (Member (2 months)) τεαcυρ ηγαη ηγαη: YIPPEE
2:31 | (Member (1 month)) MommaAngelCat😺 (Hex'sB-dayTwin): Over 100 New PALS!:_viviRabu::_viviRabu::_viviRabu:
2:31 | (New member) R-Zero: Hello Vivi! :_viviWave::_viviWave::_viviWave:
2:32 | Valen : yippie
2:32 | (Member (2 months)) Michael M: HENLO VIVI
2:33 | (Member (2 months)) Obarney: :_viviWave:
2:33 | (New member) ありさ: VIVI ARE U SHOOKT? :_viviHeh::_viviHeh:
2:34 | (Member (2 months)) Memers: Happy big Friday Vivi! :_viviRabu:
2:36 | (Member (2 months)) Paperbacks_: :_viviWave::_viviWave:
2:36 | (New member) weenie: Happy big Friday!
2:36 | (Member (1 month)) Mirurux: Hello Vivi
2:37 | (Member (2 months)) Arkathon: happy big friday amigo
2:38 | Omegamanrush: Hi Vivi
2:38 | (New member) Evan: Hi Vivi
2:38 | (New member) Haru: Happy big Friday!
2:38 | (Member (1 month)) Greg Eval: :_viviRabu::_viviRabu::_viviRabu:
2:38 | (Member (2 months)) XingYuuü: Happy Big Fridayyyyyy
2:39 | Keira Yuki: Vivi!
2:39 | Vlo Kakaimo: Hi Vivi!
2:39 | (New member) Zëe: :_viviWave::_viviWave::_viviWave:
2:41 | (Member (2 months)) clearplasticcups: Happy big friday, amigo!
2:41 | (Member (1 month)) Okotomi: happy friday :_viviRabu:
2:41 | (Member (2 months)) エレテン: tekken fridays :_viviComfy:
2:41 | (Member (2 months)) sailormoon4eternal: Hello Vivi :purple_heart:
2:42 | (Member (2 months)) kurayami: :_viviWave::_viviWave:
2:43 | (Member (2 months)) wakarunderstandn't: happy big welcome labrynth to you too vivi
2:43 | (Member (2 months)) CFMG: Yippee:_viviRabu:
2:43 | (New member) Haru: :_viviRabu::_viviRabu:
2:43 | The Rapture Queen: Hello Vic!!:rainbow_flag::transgender_flag:
2:43 | Valen : Happy big Friday Vivi!
2:44 | Mr penguin: You get a pizza for big Friday? 
2:46 | (New member) Dinobot: Hsppy Tekken friday!!
2:48 | (Member (2 months)) darthakaya: Eat Yummy food!!
2:50 | (Member (2 months)) muxperienceYT: LOL
2:50 | (Verified, Member (2 months)) TheDuelLogs: OMG ITS THE YGO PRO
2:50 | (Member (2 months)) Murphy: :_viviRabu::_viviRabu::_viviRabu:
2:50 | (Member (2 months)) τεαcυρ ηγαη ηγαη: Hi Vivi
2:50 | (Member (2 months)) Channing Dong: :_viviRabu: 
2:50 | Ni Faz: Hi Vivi!!!!
2:52 | Restless Kami: hello!
2:53 | (Member (1 month)) implode: happy big tekken
2:53 | (New member) ありさ: what food do you have?? :_viviHeh:
2:54 | (Member (1 month)) Jukebox1412: Who's ready to not sugar coat it!
2:55 | (Member (2 months)) dova_kain: :_viviRabu::_viviRabu::_viviRabu:
3:00 | (Member (1 month)) Nate3k: :_viviRabu::_viviRabu::_viviRabu:
3:03 | (Member (2 months)) Shardykar: :_viviWave:
3:05 | (Member (2 months)) Ray Mack: :_viviRabu::_viviRabu::_viviRabu:
3:07 | (New member) Abysmal: :_viviRabu::_viviRabu::_viviRabu:
3:08 | (Member (2 months)) LeeGandhiZ: :_viviWave::_viviWave::_viviWave:
3:09 | (Member (2 months)) Angus MacGyver: happy friday to you vivi although its already saturday here in asia
3:09 | (New member) mitsuki: :_viviRabu::_viviRabu::_viviRabu::_viviRabu:
3:09 | (Member (1 month)) MommaAngelCat😺 (Hex'sB-dayTwin): 100 + New PALS!:_viviPien::_viviRabu::_viviPien:
3:09 | (New member) Dinobot: oh shit thanks for the gifted!
3:10 | AVail21: It’s big Friday!!!
3:10 | (New member) Jasper: :_viviRabu::_viviRabu::_viviRabu:
3:11 | (Member (1 month)) Totte: :_viviRabu::_viviRabu::_viviRabu:
3:15 | Snaker_57: hey yall
3:16 | (Member (2 months)) Tvanon: big 100 actually
3:16 | (Member (1 month)) Taylor H: :_viviRabu::_viviRabu::_viviRabu::_viviRabu::_viviRabu:
3:18 | (Member (2 months)) Jojora: :_viviRabu::_viviRabu::_viviRabu:
3:19 | (Member (2 months)) SkyRaider: :_viviRabu::_viviRabu::_viviRabu:
3:19 | ThreeFacedLiar: Shaturday ackchyally :index_pointing_up: :nerd_face: /j
3:21 | (Member (2 months)) clearplasticcups: :_viviRabu::_viviRabu::_viviRabu:
3:25 | (New member) xei: :_viviRabu::_viviRabu::_viviRabu:
3:25 | (Member (1 month)) Mirurux: :_viviRabu::_viviRabu::_viviRabu:
3:26 | (Member (2 months)) Paperbacks_: :_viviRabu::_viviRabu::_viviRabu:
3:28 | (Member (2 months)) Bloodlust V: :_viviRabu::_viviRabu::_viviRabu:
3:29 | (New member) ありさ: gurl its big 100! :_viviRabu:
3:29 | Kyle Watson: Eyyyy
3:30 | novi: hi vivi
3:32 | (New member) Evan: Joe POOOOOG
3:32 | (New member) weenie: Is this Yu-Gi-Oh Pro Streamer Victoria Brightshield?
3:32 | (Member (2 months)) Memers: :_viviRabu::_viviRabu::_viviRabu:
3:33 | (Member (2 months)) XingYuuü: :_viviRabu::_viviRabu::_viviRabu:
3:34 | GOD: :face-purple-wide-eyes::face-purple-wide-eyes:
3:34 | (Member (2 months)) Arkathon: :_viviRabu::_viviRabu::_viviRabu:
3:35 | Kyle Watson: :hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:
3:35 | (Member (2 months)) CFMG: :_viviRabu::_viviRabu::_viviRabu:
3:37 | (New member) Kiki Aryos: :_viviRabu::_viviRabu::_viviRabu:
3:37 | (New member) chu2neko [chuniNeko]: :_viviRabu::_viviRabu::_viviRabu:
3:38 | (Member (2 months)) Murphy: will you be Good At Yugioh :trade_mark:?
3:39 | (Member (2 months)) Rundas9000: Hi Vivi!
3:39 | Yuh: woah sick gifted
3:40 | (Member (2 months)) Jojora: Joe being super cool
3:40 | (Member (2 months)) YourPetRock: :_viviRabu::_viviRabu:
3:41 | (Member (2 months)) Angus MacGyver: :_viviRabu::_viviRabu::_viviRabu:
3:43 | Haru Kiba-Cure Taurus [EN Vtuber]: Should get into the serise
3:44 | 墨焼モシャ: こんにちはヴィクトリアさん
3:45 | Kyle Watson: :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
3:46 | (New member) ありさ: JOE POG A LEGEND :_viviHeh:
3:46 | (Member (1 month)) Greg Eval: yeah Joe cool doubled up:_viviRabu:
3:47 | (Member (1 month)) Jukebox1412: You've played Street fighter tho
3:48 | (Member (2 months)) Tvanon: :_viviRabu::_viviRabu::_viviRabu:
3:49 | (New member) Nightslushie | KFPP Pomudachi: :_viviNoted:
3:51 | Eco: Hello helloooo
3:51 | (Member (2 months)) BigBoss: hi
3:51 | (Member (1 month)) MommaAngelCat😺 (Hex'sB-dayTwin): 100 + New PALS!:_viviComfy::_viviPien::_viviRabu:
3:51 | (New member) Abysmal: Tekken is awesome 
3:52 | Snaker_57: good job with the yugioh collab victoria
3:52 | (Member (1 month)) Fran.454: :_viviRabu::_viviRabu::_viviRabu::_viviRabu:
3:54 | (New member) Rojjy: :_viviRabu::_viviRabu::_viviRabu:
3:54 | (Member (2 months)) Solax: happy big friday amigo
3:57 | (Member (2 months)) Joe Cool: :_viviWave:
3:58 | (Member (2 months)) Arkathon: :_viviHeh:
3:58 | (New member) Abysmal: So is yugioh
3:59 | (New member) Waffu: :_viviRabu::_viviRabu::_viviRabu:
4:01 | (Member (2 months)) XingYuuü: :_viviRabu::_viviRabu:
4:01 | (New member) ありさ: happy big friday!! :_viviRabu:
4:02 | (Member (2 months)) Tvanon: lmaoo
4:03 | (Member (2 months)) CFMG: :_viviSmug:
4:06 | (Member (2 months)) Ray Mack: tosemi
4:06 | (Member (2 months)) Memers: Wosemi
4:06 | Shinigami__02: first time. its going to be fun
4:06 | Judy: :virtualhug::virtualhug:
4:07 | (Member (2 months)) Joe Cool: happy big friday muchachos
4:07 | (Member (2 months)) muxperienceYT: start with tekken 2 :slightly_smiling_face: 
4:10 | Kyle Watson: YOOOOO
4:11 | (Member (2 months)) Murphy: Tekken senpai
4:11 | (New member) annamber: CHESTO
4:11 | (Member (2 months)) Arkathon: da wose
4:14 | Omegamanrush: Wosemi is Tekken Pro
4:14 | (Member (2 months)) Tvanon: we are here not for the lore
4:14 | (Member (2 months)) Michael M: endorsed by Harada-san himselfg
4:14 | 墨焼モシャ: 鉄拳か....
4:14 | (Member (2 months)) clearplasticcups: Rosemi was freakin it earlier
4:17 | (Member (1 month)) belfast: :_viviRabu::_viviRabu::_viviRabu:hi vivi 
4:17 | (Member (2 months)) Mox: you'd catch up in no time
4:17 | (New member) Evan: Challenge Wosemi-sama
4:22 | (Member (1 month)) implode: nice !!
4:26 | (New member) ありさ: do u have any idea on who u wanna main? :_viviHeh:
4:27 | (Member (2 months)) CFMG: :_viviSip:
4:28 | (Member (2 months)) Rundas9000: It's so cute how excited she gets
4:30 | Shinigami__02: ganbare
4:31 | (Member (1 month)) gummicro: rosemi the tekken queen
4:32 | (Member (1 month)) MommaAngelCat😺 (Hex'sB-dayTwin): Rosemi Sama is awesome!:_viviRabu:
4:33 | (Member (2 months)) Tvanon: enjoy tekken vivi!
4:33 | (Member (2 months)) YourPetRock: The Rose hype is infectious 
4:36 | (Member (2 months)) Jojora: You got this
4:38 | (Member (1 month)) Jukebox1412: I bought a leverless for this game
4:38 | (New member) Miona: as long you got the fighting game experience, you should be fine.
4:39 | Keira Yuki: Any main ideas, Vivi?
4:39 | (Member (2 months)) Angus MacGyver: yeah you should collab with wosemi sama in tekken
4:41 | (Member (2 months)) Bloodlust V: everyone starts somewhere
4:41 | (New member) Sweet Mizu: You'll do fine :_viviWave:
4:43 | (Member (2 months)) Arkathon: dw Tekken is very forgiving to new players for now!
4:45 | (Member (2 months)) Jojora: Uh oh
4:47 | (Member (2 months)) Shhigh: :_viviWave::_viviWave:
4:48 | Valen : Tekken is pretty easy to get into
4:48 | (Member (1 month)) Leninade: happy big friday Lord Vivi and Lord Chat
4:49 | (Member (2 months)) clearplasticcups: YEEAHHH REINA
4:50 | (New member) Kinuyo: HELLO VIVI!
4:51 | (Member (2 months)) Tvanon: i knew it
4:52 | Shinigami__02: oh
4:52 | (Member (2 months)) Jojora: Reina looks so good
4:53 | (New member) Miona: reina is super hot
5:00 | (Member (2 months)) Pie: reinaa yeahhh
5:01 | (Member (1 month)) Jukebox1412: Alisa fits your troller style though
5:03 | (New member) Khoi Tran: :right_arrow::star::down_arrow::down_right_arrow:4 = I'm not gonna sugarcoat it :_viviHeh:
5:03 | (Member (1 month)) Nate3k: Reina is so fun!!
5:06 | (New member) Abysmal: You’ll kick some butt. Don’t sweat it! You just won your first duel, after all
5:09 | (New member) annamber: the SPECIAL mode yeah!
5:09 | (Member (2 months)) Tvanon: reina is super cool
5:11 | (Member (2 months)) Rundas9000: :_viviRabu:
5:11 | (Member (2 months)) Angus MacGyver: HELL YEAH TEKKEN BALL:_viviHeh:
5:11 | (New member) Raevyn01: :_viviRabu:
5:11 | (Member (1 month)) MommaAngelCat😺 (Hex'sB-dayTwin): I was in the Yu-Gi-Oh colab earlier!:_viviRabu::_viviRabu::_viviRabu:
5:12 | (New member) ありさ: WRITE THAT DOWN WRITE THAT DOWN :_viviNoted::_viviNoted::_viviNoted::_viviNoted:
5:12 | (Member (1 month)) エキベン/Rizeben: Make it lean edition
5:14 | (New member) Miona: reina's wavedash does the mini sparks too. it's nice
5:15 | (Member (2 months)) Mox: it's only color accssibility
5:18 | (Member (1 month)) Leoparker: :_viviWave::_viviWave::_viviWave::_viviWave:
5:20 | hikaruby: hello victori
5:20 | (Member (1 month)) Antigono: Hi Vivi!!:_viviRabu::_viviRabu:
5:25 | (Member (2 months)) LeeGandhiZ: happy big friday peoples :_viviWave::_viviWave:
5:25 | (New member) Abysmal: HERES HOPING THIS BOT ISNT LIKE YUGIOHS LMFAO
5:32 | (New member) MagicSwordKing: Hi Vivi, I can actually pay attention tonight since I have tomorrow off let's goooooo
5:39 | (New member) mitsuki: happy big Friday!!:_viviComfy::_viviComfy:
5:39 | (Member (2 months)) NOGAMES: there are
5:44 | (Member (2 months)) Jojora: :_viviHeh:
5:45 | (Member (2 months)) Tvanon: lmaoo
5:47 | (Member (2 months)) Mcvaca: There is
5:48 | (New member) Evan: LMAO
5:49 | (Member (2 months)) YourPetRock: lol
5:50 | (Member (2 months)) CFMG: :_viviHeh:
5:50 | (Member (2 months)) Arkathon: theres something called special style where you can just press a few buttons for everything
5:51 | (Member (2 months)) Ray Mack: :_viviHeh:
5:51 | (New member) chu2neko [chuniNeko]: :_viviHeh::_viviHeh::_viviHeh:
5:53 | (Member (2 months)) clearplasticcups: the yugioh bot is way better
5:53 | (Member (2 months)) NOGAMES: modern controls first
5:54 | (Member (1 month)) Greg Eval: :_viviHeh::_viviHeh::_viviHeh:
5:56 | (New member) Miona: there's like auto combos but it sucks
5:56 | (Member (2 months)) Arkathon: :_viviHeh:
5:57 | (Member (2 months)) Tvanon: ygo bot didnt pull any punches
5:58 | (Member (2 months)) Obarney: arcade quest has a tutorial
5:59 | (New member) annamber: there is, it was part of the marketing
6:00 | (Member (1 month)) Shobrak: practice
6:01 | (Member (2 months)) purerhodium: why does this bgm sound like fall guys music
6:02 | (New member) weenie: YES
6:02 | EmperororeZ: do training 
6:03 | Shinigami__02: practise
6:05 | (New member) Abysmal: You’re going to have a ball with this game
6:06 | (Member (2 months)) Shardykar: check your options actually
6:06 | (Member (2 months)) clearplasticcups: Arcade Quest is like the beginner route
6:07 | chessyman1001: just start where ever you want
6:07 | (Member (2 months)) Arkathon: Arcade Quest teaches you everything
6:08 | (Member (2 months)) Tvanon: sure!
6:08 | (Member (2 months)) Mox: if you go online yea
6:09 | Omegamanrush: Reina is fun but she not for beginner. You need to know wave dash.
6:10 | (New member) weenie: Character customization stream let's gooo
6:13 | (Member (1 month)) Nate3k: Arcade quest
6:14 | Edgies: drip out your characters?
6:14 | (Member (2 months)) Jojora: Yeah
6:15 | Bears4L: i wanna see you hit an electric 
6:15 | (Member (2 months)) clearplasticcups: yeah sure
6:17 | (Member (2 months)) muxperienceYT: WOOO story mode
6:18 | (Member (1 month)) implode: story is fun!
6:18 | (Member (2 months)) Angus MacGyver: YES
6:23 | (New member) MagicSwordKing: Yeah let's do story!
6:24 | (Member (1 month)) エキベン/Rizeben: yea story mode
6:28 | (Member (2 months)) Gamerdude13: Chesto
6:28 | (Member (2 months)) clearplasticcups: PECS
6:29 | (Member (2 months)) Jojora: Chesto:_viviFlushed:
6:29 | (New member) Rojjy: lmaooo
6:30 | (Member (2 months)) エレテン: :_viviFlushed:
6:30 | (New member) ありさ: oh no the whole stream would be customization:_viviHeh:
6:30 | (Member (2 months)) Meepers Morpus: kazuya tits
6:30 | (Member (2 months)) Shardykar: lol
6:31 | (Member (2 months)) Mcvaca: If you wanna play the story it's better to look at the cutscenes for other tekkens in Special
6:32 | PuwunishedRaccowon: I wanna bury my face
6:32 | (Member (2 months)) Arkathon: PECS
6:32 | (New member) Kinuyo: CHESTO
6:33 | (New member) annamber: story is good for learning too!
6:33 | (Member (2 months)) Angus MacGyver: CHESTO
6:33 | Shinigami__02: lol
6:33 | (Member (2 months)) Paperbacks_: :_viviFlushed:Damn
6:33 | (Member (2 months)) YourPetRock: :_viviFlushed::_viviFlushed:
6:34 | (Member (2 months)) τεαcυρ ηγαη ηγαη: :_viviFlushed:
6:35 | (Member (2 months)) Tvanon: :_viviFlushed:
6:35 | (Member (2 months)) Rundas9000: CHESTO
6:35 | (Member (2 months)) Arkathon: CHESTO
6:35 | (New member) weenie: Man booba
6:37 | (Member (2 months)) XingYuuü: :_viviFlushed::_viviFlushed:
6:37 | Judy: ayoo
6:38 | (Member (2 months)) Memers: :_viviFlushed::_viviFlushed::_viviFlushed:
6:38 | Keira Yuki: Chest
6:38 | (Member (2 months)) Mox: CHESTO
6:38 | (New member) Snaketide: :_viviFlushed:
6:39 | oh: not the jumpscare
6:41 | (Member (2 months)) Arkathon: yeah
6:42 | (New member) Miona: chesto jumpscare
6:42 | (Member (2 months)) Jojora: Yup
6:43 | (Member (2 months)) Arkathon: Kazuya
6:43 | (Member (2 months)) clearplasticcups: yep
6:44 | (Member (2 months)) muxperienceYT: ye that's kazuya
6:44 | (New member) Abysmal: Yeah
6:44 | (Member (1 month)) belfast: :_viviHeh::_viviHeh::_viviHeh:
6:45 | Kishinami: YOOOOO
6:45 | (New member) Rojjy: kazutits
6:46 | (New member) Khoi Tran: Yes
6:46 | (Member (2 months)) Obarney: stop showing booba vivi 
6:46 | Aya: ohh ayo
6:47 | Shinigami__02: yea
6:47 | tnurG: KASUYA TIDDY
6:48 | Snaker_57: yes
6:48 | (Member (1 month)) エキベン/Rizeben: Oppai jumpscare
6:48 | (Member (2 months)) Meepers Morpus: ye kazuya mishima
6:48 | Jo Umbra: Story is really good, and you can play with simple controls 
6:48 | EmperororeZ: do training then story 
6:49 | (Member (2 months)) Rundas9000: yep!
6:49 | (Member (2 months)) LeeGandhiZ: yung kaz
6:50 | (Member (2 months)) YourPetRock: Now this is good UI design 
6:50 | Omegamanrush: Nice Yep Kazuya Pec
6:50 | (Member (2 months)) Tvanon: now thats a CHESTO
6:51 | Valen : Vivi hits EWGF first try
6:52 | (Member (1 month)) Greg Eval: yep
6:53 | (Member (2 months)) Angus MacGyver: kazuya mishima
6:53 | (Member (1 month)) Miyuna: thoughts on his massive chest
6:54 | Judy: :flushed_face::flushed_face:
6:54 | (New member) Evan: Yummy chesto
6:55 | (Member (1 month)) Dion Sparow: boob
6:58 | (Member (2 months)) muxperienceYT: the scar comes from when his dad threw him off the top of a mountain
6:59 | 墨焼モシャ: :thumbs_up::flexed_biceps:π
6:59 | Keira Yuki: Kazuha, yes
7:01 | Judy: OMG vivi
7:01 | OGSan: kazuyeah
