-1:53:39 | (Member (1 month)) Minty Fresh Kyle: :_drip::_drip::_drip:
1:54 | (Member (2 months)) STARLESS2 ⚡️🍡: :_FIGHT::_FIGHT::_FIGHT:
2:03 | Venkiro: rat time :rat:
2:05 | (Member (1 month)) Alexander B: :_cheer::_cheer:
2:08 | (Member (1 month)) Supdude: :_drip::_drip:
2:16 | (Member (2 months)) Rohan : hello everyone:_love::_cheer:
2:29 | (Member (1 month)) Vivy Core: :_FIGHT::_FIGHT::_FIGHT:
2:47 | (Member (2 months)) Ian G: In Anya's honor! :_cheer:
2:49 | (Member (2 months)) Rohan : gifted pog:_cheer:
2:50 | FauxVier: did u know in china, its common to see people use rats as pets?
2:57 | (Member (1 month)) Vivy Core: :_LETSGO::_LETSGO::_LETSGO:
3:06 | (Member (1 month)) Sura: :_LETSGO::_LETSGO::_LETSGO::_LETSGO:
3:24 | (Member (2 months)) Mojey: :_fire::_fire::_fire:
3:24 | (Member (2 months)) Rohan : :_cheer::_cheer::_cheer:
3:25 | (Member (1 month)) Supdude: nice gifted:_drip:
3:29 | (Member (2 months)) juice box: :_LETSGO::_LETSGO::_LETSGO:
3:33 | (Member (1 month)) Vivy Core: :_wide::_wide:
3:49 | (Member (2 months)) Rohan : welcome to the rat's nest:_cheer:
3:58 | (New member) メリーめめめ: こんちゃ:_rato7:
4:13 | (Member (2 months)) Shinobi21Oni: :_FIGHT::_FIGHT::_FIGHT:
4:22 | (Member (2 months)) Leafdew: :_monke::_monke::_monke:
4:22 | (Member (2 months)) SnowDouble: Thanks for the gifted:_love:
4:27 | (Member (2 months)) Rohan : we have Crayola tea, all the cheese in the world and wires if you feel like it:_wheeze:
4:28 | (Member (2 months)) F2P : yoooo
4:29 | Liam: GM Kunai and chat!
4:32 | (Member (2 months)) Faramirez: GRANDMAAAAA
4:33 | (Member (2 months)) devyx: hello
4:33 | (New member) Zomba: Rat supremacy
4:34 | Kristy Senpai: Hii Kunai :smiling_face_with_hearts::smiling_face_with_hearts:
4:35 | (Member (1 month)) Sura: goomoni
4:35 | (Member (1 month)) Ashura: HI ALPHA KUNAI:_love:
4:36 | (New member) Soli: Hi Kunai
4:36 | (Member (2 months)) Faramirez: HELLOOOOO
4:37 | (Member (2 months)) STARLESS2 ⚡️🍡: :_love::_love::_love:
4:37 | elCairo: gmorning
4:38 | Warren Lomas: hi
4:38 | (Member (1 month)) Tria: hi hi~
4:39 | (Member (2 months)) Faramirez: :_love::_love::_love:
4:39 | (Member (2 months)) not.💚: ちゅちゅちゅ！
4:41 | (Member (2 months)) Shinobi21Oni: :_FIGHT::_FIGHT::_rato7:
4:42 | (Member (2 months)) Leafdew: hellloooooo kunaaaaiii:_FIGHT::_FIGHT::_FIGHT::_SNIFFA::_SNIFFA::_SNIFFA:
4:44 | (Member (2 months)) Rohan : Hello Kunyan:_love:
4:44 | (Member (2 months)) NightWraithes : Hello
4:44 | (Member (2 months)) Ian G: :_love:
4:44 | (New member) Mikey: hello!!
4:45 | echellu: Hello Kunai! :green_heart:
4:46 | (Member (2 months)) Faramirez: :_love::_love::_love::_love:
4:50 | (Member (1 month)) Sura: :_love::_love::_love:
4:52 | (Member (2 months)) inekiいねき: :_love:hello
4:53 | (Member (2 months)) Faramirez: HI KUU-CHAN!!!
4:53 | (New member) mizuiro: hi kunai
4:53 | (Member (2 months)) not.💚: おはようクナイ〜！:green_heart::green_heart::green_heart:
4:54 | (Member (2 months)) STARLESS2 ⚡️🍡: Hi:_love:
4:55 | (Member (2 months)) Leafdew: :_SNIFFA::_SNIFFA::_SNIFFA:
4:55 | Venkiro: omg
4:56 | 𝘴ᥴꪖ𝘳ꪶꫀ𝓽𝓽: hiya kunai!
4:56 | (Member (2 months)) Faramirez: :_love::_love::_love:
4:56 | (Member (2 months)) Dingus: Hello Queen Ratshots:_rato7:
5:00 | keatjin: Helloooo kunai!
5:02 | (Member (2 months)) Faramirez: hiiii
5:04 | (New member) DemonLeon: Hi kunai:_cheer::_cheer::_cheer:
5:04 | (Member (2 months)) supwithmice: We need crayons, this is a threat:_FIGHT:
5:05 | (Member (2 months)) sailormoon4eternal: Hello Kunai :green_heart::purple_heart:
5:05 | Warren Lomas: hi kunai
5:06 | (Member (2 months)) Faramirez: :_rato7::_rato7::_rato7:
5:18 | (Member (2 months)) わーたん: どーもkunaiさん
5:20 | (Member (2 months)) juice box: gm alpha :_rato7:
5:20 | (New member) Zomba: Vore Villain Megan the Ratshot Queen
5:20 | 墨焼モシャ: おはよう クーちゃん
5:21 | (New member) Loki Hades: :_rato7::_rato7::_rato7:
5:26 | (Member (2 months)) Rohan : Kunai just-woken-up-sato:_wheeze::_cheer:
5:30 | (Member (2 months)) Emme Umbra: Hi Kunai 
5:30 | (Member (1 month)) Heart Eyes: :_rato7:
5:30 | (Member (2 months)) vividzephyr: i finally was prepared to catch the start of stream this time :_love:
5:31 | (Member (2 months)) わーたん: :_love::_love::_love:
5:32 | (New member) Loki Hades: Good morning, Empress Ratshot!
5:35 | (Member (2 months)) Leafdew: ready to build country again:_rato7::_rato7::_rato7:
5:37 | Cheesus: hellooo
5:38 | 𝘴ᥴꪖ𝘳ꪶꫀ𝓽𝓽: HIII KUNAI
5:40 | Kristy Senpai: 🫡🫡 good afternoon Alpha Kunai
5:40 | (Member (2 months)) TheCookieAngel: Right on time, hi all!
5:44 | LuisPJ: morning
5:48 | (Member (2 months)) Rohan : Smol
5:50 | Cheesus: bigger!
5:52 | (New member) SEN: helloooooo kunai:_love::_love:
5:58 | (Member (2 months)) inekiいねき: Beeg 
6:05 | 墨焼モシャ: クーちゃん清楚(せいそ)イメージ
6:08 | (Member (2 months)) Rohan : Kunai, you're looking mighty short today:_wheeze:
6:09 | (Member (2 months)) Mojey: hiii kunnaaaiii :_love:
6:18 | (New member) nunu: morning kunai
6:21 | (New member) Zomba: "Oh no, not money!"
6:23 | (New member) mizuiro: 地震で起きたらくないが配信やっててラッキー
6:26 | (New member) SEN: にゃかさと:_plead:
6:27 | (New member) Alex T: hey Kunai!
6:32 | (Member (2 months)) not.💚: くにゃい
6:39 | (Member (2 months)) Faramirez: hmm?
6:42 | (Member (2 months)) Shinobi21Oni: Kunya Naka-suck-toes
6:48 | (Member (2 months)) DanDaniel: hello kunai
6:51 | (Member (1 month)) Alexander B: my favorite streamer:_love::_love:
6:51 | (Member (2 months)) Leafdew: :_lights::_lights::_lights:
6:53 | Venkiro: ^_^ glad we can help
6:54 | Cheesus: glad to be of service
6:54 | Elaina Elaina: awww
6:57 | (Member (2 months)) STARLESS2 ⚡️🍡: Why is it weird?:_peek:
6:59 | Kristy Senpai: Weird in a good way Right,??!!
7:02 | Charlie Spurr: can't stay, gotta sleep :loudly_crying_face::sleeping_face:
7:05 | (Member (2 months)) inekiいねき: :_peek:
7:06 | 墨焼モシャ: リスナー:mouse:食べるのか？
7:12 | (New member) SEN: kawaii〜〜〜:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:
7:16 | (Member (2 months)) Rohan : OMG besties fr:_love:
7:17 | (Member (1 month)) Tria: you're welcome:_rato7:lmao
7:25 | (Member (1 month)) Raziel: Ratopia Part 2:_LETSGO: I just entered and heard Kunai call us weird?:_cry:
7:27 | (Member (1 month)) Vivy Core: :_wide:
7:30 | (Member (2 months)) わーたん: :_cheer::_cheer::_cheer:
7:35 | (Member (2 months)) STARLESS2 ⚡️🍡: :_love:
7:42 | (New member) SEN: :_cheer::_cheer::_cheer:
7:45 | (Member (2 months)) Mojey: :_love::_love::_love::_love::_love::_love:
7:49 | (Member (2 months)) not.💚: :_love::_love::_love:
7:53 | 𝘴ᥴꪖ𝘳ꪶꫀ𝓽𝓽: :green_heart::green_heart:
7:55 | しらす: hello
7:55 | yooniee: hello
7:59 | (Member (2 months)) DanDaniel: is being weird good ? 
8:02 | (Member (2 months)) Rohan : @Raziel we're weird together:_drip:
8:07 | (Member (2 months)) Mike C: :_cheer::_cheer:
8:10 | (Member (2 months)) Song: HI KUNAII
8:14 | (Member (2 months)) Mojey: being normal is overrated :_sip::_sip::_sip:
8:17 | (Member (1 month)) Raziel: :_wheeze::_drip::_love:
8:20 | (Member (2 months)) Faramirez: :_love::_love::_love:
8:26 | (Member (2 months)) Mojey: :_wheeze::_wheeze:
8:27 | (Member (2 months)) Faramirez: PFFT
8:28 | (New member) Loki Hades: :_love::_love::_love:
8:31 | 墨焼モシャ: (やっぱりクニャイ:cat:なのか)
8:35 | (Member (2 months)) OtomeHeart: :_love::_love::_love:
8:36 | (Member (2 months)) Mojey: take all the time you need bestie :_pat:
8:37 | (Member (2 months)) Rohan : she just like me fr:_love:
8:38 | (Member (2 months)) Faramirez: doing good!!!
8:39 | (New member) SEN: :_love::_love::_love::_love:
8:40 | (Member (2 months)) Leafdew: im gooooooooodddddd
8:45 | (Member (2 months)) Song: :_love::_love::_love:
8:50 | (Member (2 months)) DanDaniel: i will take as good
8:51 | (New member) Suh Nih: :_love::_love::_love:
8:51 | (Member (2 months)) Faramirez: :_love::_love::_love:
8:53 | Miléna Marko: doing good!!
8:54 | (New member) Cyberphnx Strims: just vibin
8:59 | (Member (2 months)) Shinobi21Oni: Ratopia is short for Ratthew Cassiopeia
9:02 | (Member (2 months)) DanDaniel: :_love::_love::_love::_love:
9:04 | (Member (2 months)) Rohan : yeah, being normal kinda overrated. Just because you can do something means you definitely should:_drip:
9:05 | (Member (2 months)) STARLESS2 ⚡️🍡: :_love::_love::_love:
9:10 | (New member) Funtime Freddy Kichigo Fazbear: Hi Kunai it’s Funtime Freddy. Have you seen King Teostra’s Eggs from MHW? 
9:10 | (Member (1 month)) L: :_love:
9:11 | (Member (1 month)) Tria: :_pat::_pat:
9:13 | (Member (2 months)) Danyal Zhang: Hello Kunai!!! :_love::_love::_love:
9:19 | (Member (2 months)) Mojey: im aight! this last month was stupid rough at work tho :_cry:
9:25 | (Member (2 months)) Rohan : :_pat::_pat:
9:25 | (Member (1 month)) Alexander B: :_cry::_cry:
9:25 | (Member (2 months)) NightWraithes : :_wide:
9:34 | (Member (2 months)) STARLESS2 ⚡️🍡: :_pat::_pat::_pat:
9:40 | (New member) SEN: :_pat::_pat:
9:40 | (New member) YUKI K: 今日もかわいい:_love:
9:41 | (New member) Soli: 2020 part 4
9:43 | (New member) Zomba: "If someone else was in my body they'd cry" Yeah of joy
9:51 | (Member (2 months)) Rohan : Not enough:_smug:
9:53 | (Member (2 months)) Mojey: you got your emotional support rats :_love::_rato7:
10:06 | (New member) Loki Hades: relaxing while donating blood:_scatter:
10:16 | Kristy Senpai: 2020 but we still in the simulation
10:20 | (Member (2 months)) Shinobi21Oni: 2020 season 4, 2020 was the pilot episode 
10:23 | 𝘴ᥴꪖ𝘳ꪶꫀ𝓽𝓽: sorry that your feeling like that kunai:green_heart:
10:24 | (Member (2 months)) Danyal Zhang: It’s ok Kunai, I feel the same way after my exams are over
10:24 | (Member (2 months)) Leafdew: :_pat::_pat::_pat::_pat:
10:25 | 墨焼モシャ: スキー台(だい)×10言える？
10:26 | (New member) Loki Hades: :_dedge:
10:29 | (Member (2 months)) STARLESS2 ⚡️🍡: :_pat:
10:32 | (Member (2 months)) Faramirez: oh no
10:35 | (New member) Loki Hades: :_pat::_pat:
10:36 | (Member (2 months)) Faramirez: :_pat::_pat:
10:43 | (Member (2 months)) Dingus: just vagus nerve things:_dedge:
10:55 | (Member (2 months)) Jessie Dioquino: toki
10:57 | (Member (2 months)) Crying Basketball: just say Jikan! :_lights:
10:58 | (Member (2 months)) Rohan : bruh when's the March cour coming ? feels like January still
11:02 | Ryu Ko: Oh no 🫳 its ok you tried and cared thats what mattered
11:10 | (Member (2 months)) STARLESS2 ⚡️🍡: :_pat::_pat::_pat:
11:22 | (New member) Loki Hades: :_pat::_pat::_pat:
11:25 | (Member (2 months)) Faramirez: :_pat::_pat:
11:29 | 墨焼モシャ: (もしや バレたか)
11:33 | (Member (2 months)) Faramirez: MARCH 1ST!!
11:33 | (Member (2 months)) Mojey: like 3 weeks
11:35 | (New member) Loki Hades: Finally:_cheer:
11:36 | Kristy Senpai: Nooo my allergies :smiling_face_with_tear::smiling_face_with_tear::smiling_face_with_tear::smiling_face_with_tear:
11:39 | Ryu Ko: Its raining gloomily here already lmao
11:43 | (Member (2 months)) Rohan : spring's already here:_cheer::_cheer:
11:44 | (Member (2 months)) Mojey: march 20th i think is the start of spring
11:44 | (Member (1 month)) L: it was 70 a couple days ago and now it's like 15 :_cry:
11:45 | (Member (1 month)) Kitsuvil: morning!! hi rats and kunai:_love:
11:46 | (Member (2 months)) DanDaniel: kunai confused is fun
11:54 | LuisPJ: stay safe
11:56 | (Member (2 months)) Shinobi21Oni: Spring is close but why is Easter in March??
11:58 | (Member (2 months)) Jessie Dioquino: i know it's almost spring because winter anime season is almost over
12:02 | (Member (2 months)) Danyal Zhang: Fingers crossed your healthcare stuff works from now on
12:04 | Techbunn: yeah buts that's when the tornadoes come and it sucks
12:10 | (Member (2 months)) Rohan : waku waku:_lights::_cheer:
12:15 | (New member) Loki Hades: Some trees here are already spreading the smelly:_LETSGO:
12:15 | (Member (2 months)) not.💚: さむいのもうやだ:tired_face:
12:20 | Kristy Senpai: Plants are cute but the Pollen is not :smiling_face_with_tear:
12:22 | (Member (1 month)) L: I mean that's pretty normal for Iowa
12:32 | shadowdemonlord: yeah^_^
12:33 | (Member (2 months)) STARLESS2 ⚡️🍡: Never have allergies at spring, instead I always get them in September-October:_dedge:
12:37 | (Member (2 months)) Crying Basketball: IM EEPY TOO :_LETSGO:
12:42 | DifferentialJello : cherries be blossoming already
12:43 | (Member (2 months)) Jessie Dioquino: it's 7am u_u
12:43 | (Member (2 months)) Faramirez: eepy Kunai comfy stream perfect while working
13:04 | 墨焼モシャ: (矛盾(パラドックス)やな)
13:05 | (Member (2 months)) Shinobi21Oni: Lunch break
13:07 | shadowdemonlord: working
13:10 | (Member (2 months)) Faramirez: I'm in the middle of my shift right now lmao
13:16 | (Member (1 month)) L: I'm finishing a MG Gunpla because it's my day off :_fire:
13:17 | (Member (2 months)) Dextr0S: mornin kunai i got me some cocoa :_sip: doing some light grinding in a game
13:18 | (Member (2 months)) Leafdew: nah im chilling watching you
13:18 | (Member (2 months)) Rohan : studying lmao, imagine putting efforts
13:19 | (Member (2 months)) NightWraithes : It's my day off so I'm playing enshrouded
13:23 | Professor: Good Morning Kunai! Spring is close but I'm expecting 9in-12in(20cm-30cm) of snow soon haha
13:24 | Kristy Senpai: I managed to finish all my papers so it's a chill week this week :face_with_tears_of_joy:
13:26 | (Member (1 month)) Vivy Core: :_wide::_wide:
13:27 | Tulip: I'm playing Genshin lol 
13:28 | (Member (1 month)) Supdude: Working on my dbd grind
13:28 | (Member (1 month)) LLBenja Aka Lou: trying to work on a coursework 
13:30 | (New member) Cyberphnx Strims: I don't like soft water
13:31 | (Member (2 months)) Faramirez: :_wide:
13:31 | (New member) Loki Hades: :_wheeze:
13:31 | (Member (1 month)) Alexander B: hard water is Ice:_wheeze:
13:33 | (Member (2 months)) Shinobi21Oni: How is water hard?? It’s a liquid
13:34 | (New member) Zomba: weird way to say ice
13:40 | (New member) Mikey: drawing a bit while waiting for an email back
13:42 | Elaina Elaina: doing my nails now www
13:43 | Ryu Ko: Speaking of seasons. If A is Aki, B is fuyu, and C is haru, what is D 
13:48 | (Member (1 month)) Kitsuvil: LOL this is my background sound to grinding in genshin 🫡 its us against the world genshiners
13:51 | Vermillion: nah im gonna sleep its 12am kunai
13:53 | (Member (2 months)) Dingus: my tap water is sooo gross though
13:55 | (Member (2 months)) Danyal Zhang: Building planes in Kerbal now that midterms are over 
13:56 | (Member (1 month)) JJ God(dess): you're listening to 102.3:_LETSGO::_LETSGO:Kunai Radio:_fire::_dedge:
13:57 | Niv: rats rats we're the rats
13:59 | Kristy Senpai: I'll be happy to not see another 20 page paper anytime soon
14:00 | (Member (2 months)) Faramirez: wao
14:02 | Vermillion: have fun streaming chat and kunai
14:03 | (New member) Soli: Hard water on my hair makes me cry.
14:07 | (New member) mizuiro: i'm in my bed and just listening to you
14:08 | (Member (1 month)) Alexander B: :nail_polish:
14:11 | (Member (2 months)) Leafdew: huhhh???
14:12 | (Member (2 months)) Crying Basketball: :_LETSGO: KUNAI RADIO
14:17 | (Member (2 months)) Rohan : We don't care about hard or soft, it should just be cold enough:_drip:
14:19 | DifferentialJello : I've seen giant hotel boilers, hard water is horrible
14:19 | (Member (2 months)) Faramirez: I pity the people that can't drink tap water
14:27 | Ryu Ko: Dog water? Yikes
14:30 | (New member) Loki Hades: hardwater is annoying for plumbing and cleaning glass panes for showers:_LETSGO:
14:30 | (Member (2 months)) DanDaniel: kunai is sea water good for the hair ?
14:30 | (Member (2 months)) Shinobi21Oni: This is why I buy 5 gallon bottles for a water dispenser 
14:35 | (Member (1 month)) Supdude: I got a 17 qt brita pitcher
14:36 | (Member (1 month)) Vivy Core: :_love::_love::_love:
14:38 | (New member) Loki Hades: :_wheeze:
14:40 | (New member) Soli: I bought an in-line filter for my showerheads and it seems to help a bit
14:44 | (Member (2 months)) Rohan : bada-dum-tss
14:48 | (Member (2 months)) Shinobi21Oni: *plays imagine dragons*
14:49 | LuisPJ: 99.1 fm the rat
14:50 | (New member) Loki Hades: Stingers!
14:50 | Venkiro: making me thankful my tap water is apparently above average 
14:56 | (Member (1 month)) Kitsuvil: when i was a little kiddo i used to pretend to do radio broadcasts LMAO
14:58 | Tulip: My hair is super soft and I freaking love it so muchhhhh
15:00 | (New member) Ramegon01: :_love::_love::_love:
15:02 | (Member (2 months)) Faramirez: LMAOO
15:05 | (Member (2 months)) DanDaniel: no 
15:05 | (New member) Loki Hades: Yeah lmao
15:05 | (Member (2 months)) Rohan : welcome to Kunoichi, 99.9 radio fm
15:11 | (Member (2 months)) Nick Vo [#190]: :_wheeze:
15:16 | (Member (1 month)) Supdude: Oh the obnoxious fm radio sound effects
15:18 | (Member (2 months)) Rohan : :_wheeze::_wheeze:
15:18 | (Member (1 month)) Raziel: is it illegal?:_wide:
15:18 | (Member (1 month)) Alexander B: :_wheeze::_wheeze::_wheeze:
15:18 | (Member (2 months)) supwithmice: what the hell
15:20 | (Member (2 months)) Dextr0S: police sirens / ambulances :_cry:
15:22 | (Member (2 months)) STARLESS2 ⚡️🍡: :_wheeze:
15:22 | (Member (2 months)) Crying Basketball: the only radio host i listen to is Cecil Baldwin from Night Vale
15:24 | 墨焼モシャ: クーちゃん「領域展開｣
15:30 | (Member (2 months)) TheCookieAngel: 102.3 Nakasato Radio
15:30 | (Member (1 month)) Supdude: I refuse to listen to fm radio its garbage
15:43 | (New member) numtan ♡: :_peek:
15:47 | 墨焼モシャ: 領域(りょういき)
15:49 | (Member (2 months)) Danyal Zhang: Just drive a Volvo, you’ll be fine, everything else won’t 
15:52 | (Member (2 months)) Dingus: my commute is too short to listen to radio:_smug:
16:00 | (Member (2 months)) Shinobi21Oni: Gonna own a radio station just to play a a 53 car pile up sound effect
16:07 | Kristy Senpai: So you drive in silence!
16:13 | Thrice: how do you cope with no radio, i mean you do have a phone
16:15 | (Member (2 months)) Faramirez: radio? what a weird way to spell spotify
16:16 | (Member (2 months)) Shinobi21Oni: How to turn your radio on, Step 1: Seduce it
16:18 | (Member (1 month)) Supdude: I just listen to vtubers with the aux cord
16:22 | (Member (2 months)) Rohan : no domains lol
16:29 | (Member (2 months)) Danyal Zhang: The Big Naka
16:37 | (Member (2 months)) Crying Basketball: hmmm, something alpha related.
16:40 | Kristy Senpai: No no that understandable :face_with_tears_of_joy:
16:42 | LuisPJ: I would love to see a radio morning show
16:49 | Thrice: wait i was kidding but she does drive with her phone
16:49 | 墨焼モシャ: (リスナー:mouse:いっぱいやな)
16:49 | (Member (2 months)) Shinobi21Oni: Phone YT is my radio
16:53 | PKLucky: o h
16:56 | (Member (1 month)) JJ God(dess): domain expansion: hot people
17:02 | (Member (2 months)) Rohan : listening to cricket commentary on radio
17:06 | (New member) mizuiro: your 領域 is gonna be something related to backshots
17:15 | (Member (1 month)) L: like the return of the bears?
17:15 | (Member (2 months)) Faramirez: THAT ACTUALLY SOUNDS SO FUN!!
17:18 | (Member (1 month)) Kitsuvil: talking about kunai radio makes me miss kunai news LOL
17:21 | (Member (2 months)) Shinobi21Oni: Kunai Radio, Kunai News? When is Kunai Weather??
17:22 | (New member) DummyLayan: Hello Kunaii:_love::_love::_love:
17:26 | (Member (2 months)) Faramirez: PLEASE DO:_peek::_peek::_plead::_plead:
17:26 | (Member (2 months)) Rohan : sounds fun
17:31 | (Member (2 months)) juice box: so true
17:31 | PKLucky: heck yeah
17:38 | (Member (2 months)) Crying Basketball: oooh hell yeah, get a rotating co-host
17:40 | LuisPJ: who's going to do the traffic report
17:49 | (Member (2 months)) DanDaniel: my boss already think spend to much time listing to vtubers i need more
17:51 | (Member (2 months)) STARLESS2 ⚡️🍡: It would be fun, yeah!
17:53 | (Member (2 months)) Shinobi21Oni: “Now over to Kunai for Sports”
18:29 | (Member (1 month)) Alexander B: :_love::_love:
18:35 | (Member (2 months)) Shinobi21Oni: “Live in the Scene we have Kunai! Over to you Kunai, Thank you Kunai”
18:38 | (Member (1 month)) JJ God(dess): Finally the return of Kunai News
18:51 | (Member (2 months)) Crying Basketball: I love the NFL
18:58 | (Member (2 months)) Rohan : "Last week, we had Meloco over to get explained the meaning of backshots by Kunai"
19:10 | (New member) Cyberphnx Strims: missed oppitunity to call it Kunews
19:19 | (Member (2 months)) Dingus: NFL? isn't that that scam with the monkey jpegs?
19:20 | (New member) Soli: Early morning anger about being at work. I feel her tho.
19:27 | (Member (2 months)) Shinobi21Oni: NFL = Nice Fcking Livers
19:38 | (Member (1 month)) Alexander B: workers rights:_smug:
19:42 | Kristy Senpai: No toilet Sadge
19:47 | PKLucky: id imagine anyone would be upset if they had no toilet
19:54 | LuisPJ: so no bathroom breaks
20:00 | (Member (2 months)) Rohan : well, this floor here looks pretty nice
20:08 | (Member (2 months)) Shinobi21Oni: Rats: I have no toilet, but I must sheit 
20:26 | (Member (2 months)) devyx: that is an excellent idea 
20:42 | (Member (2 months)) STARLESS2 ⚡️🍡: Word of the day: bacshot. Word of the day in japanese: manko
20:47 | (Member (2 months)) Dingus: I wonder if Japanese Sesame Street has kanji of the day
20:49 | (Member (2 months)) Crying Basketball: wuoh indonesian. Oke bu ditunggu ya radio shownya 
20:51 | (Member (2 months)) Rohan : "it's the season of hanami, which is jp for spring"
20:58 | (Member (1 month)) L: It was iconic
20:58 | (Member (2 months)) NightWraithes : Kunai News was amazing
20:59 | (Member (1 month)) Heart Eyes: Toilet next to the beds:face_with_open_mouth:
21:05 | (Member (2 months)) Faramirez: girl that was my coping while you were away
21:06 | (Member (2 months)) Danyal Zhang: It was hard the forget all the. Bears disappearing
21:10 | (Member (2 months)) TheCookieAngel: Kunai news was formative
21:10 | (Member (2 months)) Danyal Zhang: And then reappearing 
21:19 | LuisPJ: well they are mammals
21:26 | (Member (2 months)) STARLESS2 ⚡️🍡: Milk the rabbit:_wide:
21:28 | (Member (2 months)) Crying Basketball: RABBIT MILK :_LETSGO:
21:33 | (Member (2 months)) Rohan : Milo ?
21:47 | (Member (2 months)) Rohan : Kunai, do you know what Milo is ?
21:51 | Kristy Senpai: A different flavor of milk?
22:04 | (New member) Soli: Because compared to mice they're much larger? Like, equivalently cow-sized?
22:09 | (Member (1 month)) Raziel: no wood?:_wide:
22:27 | Kristy Senpai: Because that dirt is too dirty :pleading_face:
22:49 | (New member) とと: :_love::_love:
22:52 | (Member (2 months)) TheCookieAngel: :_scatter:
23:21 | (New member) とと: いつもたのしいよ！ありがとう
23:49 | (Member (1 month)) Alexander B: :_love::_love:
23:53 | (Member (2 months)) Crying Basketball: lmao she's here now!
23:58 | cj: why not both
24:00 | (Member (2 months)) Mojey: nah your humor is great! you're super fun
24:20 | (Member (2 months)) STARLESS2 ⚡️🍡: You're really funny, thanks for being here:_love:
24:23 | (Member (2 months)) Rohan : dissociated fr:_dedge:
24:26 | (New member) mizuiro: "i'm here" sounds kinda funny tho
24:29 | バルバロッサ: こんばんは
24:30 | (Member (2 months)) Mojey: toootally! i f*ck with it :_drip::_drip::_drip::_drip:
24:36 | Kristy Senpai: That sounded like me last week
24:43 | (New member) Cyberphnx Strims: hehe, procrastination goes brrrrrr
24:43 | (Member (2 months)) Leafdew: the brain:_scatter::_scatter::_scatter:
24:46 | (Member (2 months)) juice box: in my experience, there were no thoughts
24:59 | (Member (2 months)) TheCookieAngel: Rats union, no lumberjacking allowed
25:02 | (Member (2 months)) Rohan : in my experience, there was nothing
25:28 | cj: why would I think when I could do literally anything else
25:37 | LuisPJ: just don't tell me about the rabbits lol
26:00 | Spoonmesoftlypls: good morning/evening! hope the days been good so far
26:04 | (Member (2 months)) Fliux: is it the same save as yesterday?
26:18 | (Member (2 months)) Fliux: oops
26:19 | (Member (2 months)) Bread: Oooopsie
26:38 | (Member (1 month)) Raziel: yeah there was no saving for Anya and the others:_rato7:
27:33 | (Member (2 months)) ✨ terio ✨: time to hunt :_monke:
