-2:59 | (Member (6 months)) NadiaAAAH: is that a good thing lol? :rolling_on_the_floor_laughing::winking_face:
0:32 | (Member (6 months)) Siegfriedo Ex Machina: :_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN:
0:33 | (Member (2 months)) tenkaiyayes: hellooooo
0:33 | (Member (2 months)) imitationflower: :_aiaBURN::_aiaBURN::_aiaBURN:
0:35 | Lali: Haia aia!!
0:36 | (Member (6 months)) andrew m: 50% off was so good
0:36 | (Member (6 months)) Isaac: :_aiaSCRUNKLE::_aiaSCRUNKLE::_aiaSCRUNKLE::_aiaSCRUNKLE::_aiaSCRUNKLE:
0:37 | (Member (6 months)) Oscar🚪🔑: :_aiaBURN::_aiaBURN::_aiaBURN:
0:39 | (Member (2 months)) imitationflower: :_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN:
0:39 | (Member (6 months)) NotoriousBSG82: :_aiaBURN::_aiaBURN::_aiaBURN:
0:40 | (Member (6 months)) Baron Blackfeather: NadiaAAAH, We are apart of nature as well. Mother nature could use the brake.
0:41 | (Member (2 months)) Alexx: :_aiaBURN::_aiaBURN::_aiaBURN:
0:43 | (Member (6 months)) Rondly: :_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN:
0:43 | (Member (2 months)) Harmony Xx: :_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN:
0:44 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: fun fact I actually met octopimp at a convention a while back!
0:46 | (Member (6 months)) Cujo: :_aiaBURN::_aiaBURN::_aiaBURN:ARISE AIADMIRERS:_aiaBURN::_aiaBURN::_aiaBURN:
0:46 | ShadowPear999: Aia survived the Roaches let's gooo
0:48 | yzabel ♡: aia!!!
0:49 | (Member (6 months)) Kaiser_Devil: Soft intro time
0:49 | (Member (2 months)) Airelle Rune: :_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN:
0:52 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: hes super chill
0:55 | (New member) Latias Latios 🏆 : Yoooo Aiaaaaaaaaaaaaaa
0:55 | (Member (6 months)) andrew m: only just got in and saw 50% off appreciation
0:56 | (New member) Hey it’s Carter: :_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN::_aiaBURN:
0:57 | (Member (2 months)) Airelle Rune: ARISE:_aiaBURN::_aiaBURN::_aiaBURN:
0:57 | (Member (6 months)) blue cherry: :_aiaBURN::_aiaBURN::_aiaBURN:
0:57 | (Member (6 months)) Cujo: lmaoooo
0:58 | (Member (6 months)) andrew m: hello everyone
0:58 | yzabel ♡: ooooh
0:58 | (Member (6 months)) billy joe【dork】: wtf is an octopimp...
1:00 | Adrian: octopimp? :eyes:
1:01 | someone: hiiii
1:03 | (Member (6 months)) Isaac: nani?
1:04 | Blueflame: hello Aia!
1:05 | (Member (6 months)) Common Kuma: That's so cool
1:09 | (Member (6 months)) Oscar🚪🔑: Who? 
1:09 | Defaultie boi: :shelterin:
1:10 | (Member (2 months)) imitationflower: @Aia Amare 【NIJISANJI EN】 oh that's super cool!!! i'm glad to hear it :_aiaLOVE:
1:13 | Jiamin: :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
1:15 | (Member (6 months)) blue cherry: who is that?
1:15 | (Member (2 months)) MommaAngelCat😺 (Hex'sB-dayTwin): I glad u are here!
1:16 | (Member (2 months)) CallmeVex: Time for me to lurk in the depths :_aiaBURN:
1:17 | (Member (6 months)) andrew m: ohhh that's awesome!!
1:17 | (Member (2 months)) Harmony Xx: Octopimp?
1:20 | Patchumz: Octo is fun
1:23 | (Member (6 months)) NadiaAAAH: mother nature can use a break from us :man_standing: :family_woman_girl: :grinning_squinting_face:
1:23 | (Member (2 months)) Lunalva Rocha: :_aiaLOVE:ikzzz
1:24 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: spiderApp spiderApp does whatever a SpiderApp does
1:26 | (Member (6 months)) jullissa: hi cheat hi aia
1:26 | (New member) Whatevertheheckiam: which are worse in yall's opinion: Roaches or House centipedes? 
1:28 | (Member (2 months)) Josh: cool! :_aiaPOG:
1:29 | (Member (6 months)) andrew m: oh god the sheer volume of people who don't know,,,,
1:35 | (Member (6 months)) Isaac: octodad became a pimp?
1:43 | (Member (6 months)) Cujo: cant believe there’s a guy who pimps out octopi 
1:45 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: hes a content creator who made a free! iwatobi swim club abridged series a couple years ago
1:45 | (Member (6 months)) AsteroidWrangler: :_aiaHYB:
1:48 | (Member (2 months)) imitationflower: i'm used to cockroaches so i vote for centipedes
1:49 | (Member (6 months)) Kaiser_Devil: Hewwo Aia~ Hewwo Aiadmirers just joining us~
1:49 | someone: hi aia!
1:57 | (Member (6 months)) Baron Blackfeather: Then kill two birds with one stone NadiaAAAH
2:01 | (Member (2 months)) Harmony Xx: Ahhh ok ok
2:02 | (Member (6 months)) billy joe【dork】: Oh nice
2:07 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: but hello everyone~ I hope youre having anice evening/day!
2:08 | (Member (2 months)) imitationflower: throwback thursday to when ppl knew octopimp for his homestuck fancomic dubs
2:15 | (New member) Whatevertheheckiam: hihi aia
2:16 | Leidy Uzumaki shoto: :waving_hand::waving_hand::waving_hand::yellow_heart::yellow_heart::yellow_heart:
2:17 | (Member (2 months)) Airelle Rune: haia aiaaa~:_aiaLOVE:
2:22 | (Member (2 months)) Josh: the man did great work :_aiaPRAY: i haven't checked if he made anything recently tho
2:22 | (Member (2 months)) Harmony Xx: Hello! :_aiaLOVE:
2:24 | HayleyN7💀💋: Hello Aia :smiling_face_with_smiling_eyes:
2:25 | S3ntin3l: hello
2:26 | (Member (6 months)) Isaac: you too aia
2:28 | Jiamin: Hope you have fun time as well, Aia
2:29 | (Member (6 months)) NadiaAAAH: house centipedes 100%. I had one run over me while I was asleep, half naked. Lmao (they do help with killing spiders tho so...)
2:30 | (Member (2 months)) Kit 🖋: for a sec i thought you said evening/gay i am blind i need glasses 
2:33 | (Member (2 months)) imitationflower: hihi aia, hope you're doin well yourself!!
2:34 | (Member (6 months)) Kaiser_Devil: Aiaaaaa~:_aiaHEADPAT::_aiaHEADPAT::_aiaHEADPAT:
2:35 | (Member (2 months)) tenkaiyayes: hope you have a nice day too Aia!
2:35 | (Member (6 months)) Common Kuma: I'm eepy, but good
2:35 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: is ms. amare chat's team mom?
2:40 | (Member (1 month)) Link of the Saga: :_aiaHEADPAT:
2:43 | (Member (6 months)) Siegfriedo Ex Machina: :_aiaLOVE::_aiaLOVE::_aiaLOVE::_aiaLOVE:
2:44 | DolphinCruiser: Hi Aia! Just got home from work. 
2:46 | Blueflame: hope your have a good evening/morning to aia
2:46 | (Member (6 months)) billy joe【dork】: Thinking about putting in an offer on a house so I'm doing pretty good
2:49 | (Member (2 months)) Harmony Xx: Omg nadia...
2:50 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: TEAM MOM TEAM MOM TEAM MOM!!
2:53 | (Member (6 months)) Night: hi aia!! excited for another asmr! :_aiaLOVE:
2:55 | (Member (6 months)) blue cherry: im ready to go mimir with this stream 🫡
2:56 | Dani reDux: :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
2:58 | (Member (2 months)) Harmony Xx: :_aiaHEADPAT::_aiaHEADPAT::_aiaHEADPAT:
2:59 | (Member (2 months)) Josh: appy needs mom :_aiaLOL:
3:03 | (Member (2 months)) Lunalva Rocha: Haiaaa :_aiaLOVE::_aiaLOVE::_aiaLOVE:
3:09 | (Member (2 months)) MommaAngelCat😺 (Hex'sB-dayTwin): Love yeah all !
3:13 | Jin The Great: :white_heart:
3:17 | Dani reDux: hi Appy
3:21 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: yeah sleep cherry
3:24 | aoi 🐸: appy wappy 
3:26 | (Member (2 months)) imitationflower: i had an ok time at work, and i got to eat my favorite stew when i got home so i'm doing a-ok
3:28 | (Member (6 months)) Kaiser_Devil: Soft Aia sounds....:_aiaLOVE:
3:30 | (Member (2 months)) Kit 🖋: but yay asmr time 
3:33 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: aoi wowie
3:35 | (Member (6 months)) Cujo: dammit i have to wait 10 days before i can change my name again. cant change my name to “the cockroach” cuz i changed it to “onion ninja” during aia’s birthday :_aiaCRY::_aiaCRY::_aiaCRY:
3:35 | (Member (6 months)) blue cherry: you too appy
3:40 | (Member (2 months)) Airelle Rune: mimir arc is coming :sleeping_face:
3:41 | Jorge Saavedra: i love the bgm
3:52 | (New member) Whatevertheheckiam: I've had a centipede come hurdling toward me in the shower at like 5am at eye level... don't recommend 0v0" 
3:52 | Bacon Really chill: waiting....
3:52 | (Member (1 month)) Vincent TheKindNecromancer: Good evening, MS. Amare:_aiaCHAD::_aiaCHAD::_aiaCHAD:
3:55 | (Member (2 months)) imitationflower: i'll prob be lurking but i hope you guys have a fun time with stream :_aiaLOVE:
3:59 | (Member (2 months)) Harmony Xx: Lol onion ninja
4:02 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: I’m hearing up my tea rq sorry lpl
4:05 | (Member (6 months)) Oscar🚪🔑: Time to mimir during this 
4:05 | Bacon Really chill: who is vietnamese in this live ?
4:07 | (Member (1 month)) Raidin: :_aiaPRAY::_aiaPRAY::_aiaPRAY:
4:11 | (Member (2 months)) Not Seth: no worries!
4:15 | (Member (6 months)) Oscar🚪🔑: What’s the tea saying? 
4:18 | (Member (2 months)) Josh: i expect this stream to knock me tf out :_aiaBURN: and don't worry! take your time
4:19 | (Member (6 months)) Siegfriedo Ex Machina: hearing?"
4:19 | (Member (2 months)) Harmony Xx: Okiii
4:20 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: hey! i got 4 hours of sleep last night so there cherry!
4:21 | Blueflame: take your time
4:21 | (Member (6 months)) Cujo: hearing? what does it sound like :_aiaSMUG:
4:22 | (Member (6 months)) blue cherry: all good:_aiaHEADPAT:
4:22 | (Member (2 months)) MommaAngelCat😺 (Hex'sB-dayTwin): It's ok AIA dear!
4:23 | (Member (2 months)) Lunalva Rocha: hearing your tea? :_aiaDORK:
4:23 | (Member (6 months)) Common Kuma: Take your time~
4:24 | (Member (2 months)) Airelle Rune: what did the tea say, Aia?:_aiaSMUG:
4:28 | (Member (6 months)) Kaiser_Devil: Take your time~
4:32 | (Member (1 month)) Anissa: what kind of tea?
4:33 | (Member (6 months)) Baron Blackfeather: I got you Cujo
4:35 | (Member (6 months)) Isaac: what's the tea sis?
4:35 | (New member) Aidan O: :_aiaHEADPAT:
4:37 | (Member (6 months)) 🍫 Reitto: :_aiaHEADPAT::_aiaHEADPAT::_aiaHEADPAT:
4:39 | (Member (6 months)) Siegfriedo Ex Machina: :_aiaDORK::_aiaDORK::_aiaDORK: stop talking with the tea
4:39 | DolphinCruiser: Take your time~
4:40 | (Member (2 months)) Josh: what kind of tea? :_aiaPOG:
4:43 | (Member (2 months)) imitationflower: it's all good aia, i'm sure the tea has some juicy gossip
4:44 | 橙乃: Good afternoon aia!
4:47 | Lali: *pat pat*
4:51 | (Member (6 months)) blue cherry: good appy, sleep more today:_aiaDANGER:
4:56 | (Member (2 months)) zXxSladexXz: Aia can speak to tea leaves now: confirmed
5:01 | Bacon Really chill: tea belike : hot...gg
5:04 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: ...what does the tea have to say?
5:18 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: youre not my mother blue!
5:19 | beanik835: Is it gonna be Aia or Ms. Amare?
5:22 | (Member (2 months)) Josh: we'll only have Appy for 3 more days :_aiaCRY: i'm gonna miss appy and his appy juice
5:24 | (Member (2 months)) Airelle Rune: Aia the Tea Medium
5:31 | Dani reDux: I wanna hear what the tea had to say too
5:35 | aoi 🐸: aia and the tea are prob discussing about BL lol
5:43 | (Member (2 months)) imitationflower: spill the tea sis :_aiaLOL:
5:43 | (Member (2 months)) Cảnh Nguyễn: :_aiaLOVE::_aiaLOVE::_aiaLOVE:
5:45 | (Member (2 months)) Airelle Rune: :_aiaLOVE::_aiaLOVE::_aiaLOVE:
5:47 | (Member (6 months)) Isaac: goob!
5:50 | Blueflame: hello Aia!
5:52 | (Member (2 months)) Harmony Xx: Hi Aia! :_aiaLOVE:
5:52 | (Member (2 months)) Lunalva Rocha: :_aiaLOVE::_aiaLOVE::_aiaLOVE:
5:53 | zee: hiya
5:53 | HayleyN7💀💋: Hey Aia!
5:53 | Lali: hello
5:54 | (Member (6 months)) NadiaAAAH: Are we allowed to bully this stream? or should I hold back cuz it's ASMR
5:55 | (Member (6 months)) Isaac: muted
5:55 | (Member (6 months)) Cujo: EVERYONE SHUT UP ITS STARTING IM TRYING TO SLEEP 
5:56 | (Member (1 month)) BlazingLy: A- Troi oiiiiiii
5:59 | (Member (6 months)) Kaiser_Devil: Hiya Aia~
6:00 | (Member (6 months)) Ada_889: Haia Aia
6:00 | zee: hiya aia 
6:01 | アイス抹茶: hey!!
6:01 | (Member (2 months)) Alexx: hiiii:_aiaLOVE:
6:04 | (Member (6 months)) 🍫 Reitto: :_aiaLOVE::_aiaLOVE::_aiaLOVE::_aiaLOVE:
6:04 | (Member (2 months)) MommaAngelCat😺 (Hex'sB-dayTwin): Hi AiA!!
6:04 | crimsonitacilunarnebula: hi
6:06 | Miss Yanxing: oh wow
6:09 | (Member (2 months)) imitationflower: haia aia!! :_aiaHEADPAT::_aiaHEADPAT::_aiaHEADPAT:
6:10 | (Member (2 months)) Airelle Rune: :_aiaLOVE::_aiaLOVE::_aiaLOVE::_aiaLOVE:
6:10 | (Member (6 months)) Isaac: muted
6:10 | (Member (6 months)) Cappythecat [multilangual🚪🔑]: CUJO SHHHHHHHH
6:11 | (Member (2 months)) zXxSladexXz: Soft voice, so I would guess Ms Amare
6:11 | (New member) Aidan O: Haia Aiaaa:_aiaLOVE::_aiaLOVE:
6:11 | Zeta Chris: Haia Aia~
6:12 | (Member (1 month)) Raidin: :_aiaLOVE::_aiaLOVE::_aiaLOVE:
6:15 | Miss Yanxing: AIA
6:16 | (Member (6 months)) Kaiser_Devil: Nadia.:_aiaLOL:
6:17 | (Member (6 months)) Siegfriedo Ex Machina: :_aiaLOVE::_aiaLOVE::_aiaLOVE::_aiaLOVE:
6:18 | (Member (6 months)) Common Kuma: Haia aia
6:18 | (Member (2 months)) MirrorPep: Hiai Aia!:_aiaLOVE:
6:18 | (Member (2 months)) MommaAngelCat😺 (Hex'sB-dayTwin): Can't hear you...
6:19 | (Member (2 months)) Kit 🖋: Heello aiaaaa
6:19 | (Member (6 months)) blue cherry: muted
6:20 | (Member (2 months)) Josh: muted
6:20 | (Member (6 months)) meikaishi: It's too loud
6:20 | (Member (2 months)) Airelle Rune: muted?:_aiaPOG:
6:21 | (Member (6 months)) Rondly: :_aiaLOVE::_aiaLOVE::_aiaLOVE:
6:21 | aoi 🐸: muted? 
6:21 | (Member (6 months)) Cujo: aia mutemare? 
6:21 | A_Spoony_Bard : Hiya Aia!
6:22 | (Member (6 months)) Ada_889: muted?
6:24 | 橙乃: hiii
6:25 | LexLava: Hi Aia!
6:25 | (Member (6 months)) Isaac: muted
6:25 | Lali: muted?
6:27 | Blueflame: muted
6:27 | (Member (6 months)) Siegfriedo Ex Machina: muted!
6:27 | (Member (2 months)) Harmony Xx: Muted?
6:28 | (Member (2 months)) Airelle Rune: voice doko:_aiaPOG:
6:28 | zee: i think your muted
6:29 | (Member (2 months)) Cảnh Nguyễn: AIa muted
6:29 | DogProblem: Aia!
6:30 | (Member (6 months)) NotoriousBSG82: Haia Aia :_aiaLOVE::_aiaLOVE:
6:31 | Miss Yanxing: MUTED
6:32 | (Member (2 months)) The Professor Keen: NUTED
6:33 | (Member (2 months)) zXxSladexXz: Muted, Acute Angle
6:33 | (Member (6 months)) Kaiser_Devil: Too soft. Or muted.
6:34 | Bacon Really chill: muted ?
6:35 | (New member) Aidan O: Muted 
6:36 | TARUKAMI(ทารุคามิ): mute
6:38 | (Member (2 months)) deadlyKitten87: Muted?
6:39 | (New member) Latias Latios 🏆 : Aiaudion't
6:39 | (Member (2 months)) The Professor Keen: MUTED
6:39 | (Member (6 months)) Cujo: MUTEMARE!! 
6:40 | (Member (6 months)) Night: aia ily buy you’re muted
6:40 | (Member (6 months)) Isaac: muted
6:41 | Lali: muted aia
6:45 | (Member (6 months)) Night: *but
6:45 | Miss Yanxing: your muted aia
6:46 | (Member (2 months)) Josh: voice so low we cant hear :pensive_face:
6:46 | Runato: uh oh 0%
6:47 | (Member (6 months)) 🍫 Reitto: mute? :0
6:48 | (Member (6 months)) jullissa: hi aia u muted
6:48 | Soraaa: Maam you’re muted
6:49 | (Member (2 months)) The Professor Keen: NO SOUND AT ALL!
6:51 | (Member (6 months)) NadiaAAAH: You're muted! We're not lying this time lmao
6:51 | (Member (2 months)) Lunalva Rocha: Muted aia :_aiaHEADPAT:
6:52 | ThatOneDeadGuy: either muted or mic not working?
6:52 | (Member (6 months)) blue cherry: she's talking to the tea guys, leave her alone
6:54 | (Member (6 months)) Kaiser_Devil: Honey are you muted?
6:55 | Bacon Really chill: reset voice !
6:57 | (Member (2 months)) MommaAngelCat😺 (Hex'sB-dayTwin): no sounds
6:57 | (New member) Ian Mochizuki: Muted aia
6:58 | (Member (2 months)) Cảnh Nguyễn: Mic Aia ơi
6:59 | (Member (6 months)) Oscar🚪🔑: mute?
7:02 | (Member (6 months)) Isaac: AIAAAAAA
7:03 | crimsonitacilunarnebula: hi
7:04 | lilly_1234: MUTED LOL
7:04 | (Member (2 months)) The Professor Keen: THE DORK IS MUTED!
7:05 | (Member (1 month)) Anissa: she's still talking to the tea
7:05 | Dani reDux: lol
7:05 | (Member (2 months)) Josh: the tea took her voice :pesive:
7:06 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: gdi]\
7:09 | Runato: still muted I think
7:09 | ★彡彡 𝑍𝑎𝑐𝑒𝑙𝑜𝑟𝑒 ミミ★: Ohh i thought it was my phone problem and restarted it
7:09 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: gdi
7:09 | (Member (2 months)) Jetfire: muted
7:10 | (Member (2 months)) Muhn Daine: Muted ASMR :_aiaTSKR:
7:11 | (Member (2 months)) Josh: :pensive_face:
7:12 | mzuri: what ? i don't hear anything
7:12 | (Member (1 month)) BlazingLy: What da Hail? Why da Aia Amare mute le?
7:12 | (Member (6 months)) NadiaAAAH: I wonder what she's saying lmao
7:13 | Blueflame: muted or your voice is just to soft
7:13 | (Member (2 months)) Joseph Lcaps: :_aiaAWOOGA:
7:13 | (Verified, Owner) Aia Amare 【NIJISANJI EN】: i can hear it just fine
7:15 | aoi 🐸: LMAO
7:18 | Minh Nguyen: Maybe The asmr is just really quiet
7:18 | stick: muted moment
7:19 | (Member (2 months)) Harmony Xx: :grinning_face_with_sweat:
7:19 | (Member (6 months)) 🍫 Reitto: :_aiaHEADPAT::_aiaHEADPAT::_aiaHEADPAT:
7:19 | Lali: r u k aia?
7:23 | (Member (2 months)) Airelle Rune: NOOOOO:_aiaCRY::_aiaCRY::_aiaCRY:
7:23 | (Member (6 months)) blue cherry: oh no ......
7:24 | (Member (6 months)) Isaac: Muted
7:24 | (Member (6 months)) Cujo: she’s speaking the language of the angels that’s why we can’t hear her 
7:25 | A_Spoony_Bard : Uh Aia? I think you might be muted 
7:25 | Miss Yanxing: you muted aia
7:26 | crimsonitacilunarnebula: gdi!()]{[}
7:27 | Alucard_PhD🎉: Uhh obs maybe?
7:27 | (Member (2 months)) Airelle Rune: :_aiaHEADPAT::_aiaHEADPAT::_aiaHEADPAT:
7:27 | (Member (6 months)) billy joe【dork】: we can't though lmao
7:27 | (Member (2 months)) Lunalva Rocha: Muted on OBS maybe?
7:29 | (Member (2 months)) deadlyKitten87: Oh dear
7:29 | (New member) Ian Mochizuki: its muted
7:30 | (Member (2 months)) Josh: (>*n*)> 
7:31 | Bacon Really chill: but they not hear....
7:32 | (New member) Aidan O: Uh oh 
7:33 | (Member (2 months)) Josh: oh there she is!!!!
7:35 | unown: Hope youre enjoying the show!
7:35 | Alucard_PhD🎉: Oh audio on
7:36 | (Member (2 months)) Lunalva Rocha: Oh! We hear it
7:37 | ★彡彡 𝑍𝑎𝑐𝑒𝑙𝑜𝑟𝑒 ミミ★: Theres no sound
7:37 | (Member (1 month)) BlazingLy: Yep
7:37 | (Member (6 months)) Common Kuma: Oh Hello
7:37 | (Member (2 months)) Jetfire: working!
7:37 | crimsonitacilunarnebula: I we good
7:38 | Minh Nguyen: oh i hear
7:38 | (Member (6 months)) NadiaAAAH: Yes!
7:38 | Soraaa: Oh that’s good
7:38 | (Member (6 months)) Cujo: YEAAAAHHHH!!!!!! 
7:38 | (Member (6 months)) Isaac: AH
7:39 | Runato: there we go
7:39 | aoi 🐸: yes
7:39 | (New member) Aidan O: I can hear 
7:40 | kade (@puppiekoi): YAY YES
7:40 | Miss Yanxing: Yes
7:40 | Dingus Engus: Haia!
7:41 | (New member) Ian Mochizuki: its back
7:41 | 水谷雫: ＯＫ
7:41 | (Member (2 months)) Lunalva Rocha: :_aiaLOVE::_aiaLOVE::_aiaLOVE: Haiaa!!
7:41 | (New member) Whatevertheheckiam: :_aiaLOL::_aiaLOL::_aiaLOL:
7:41 | SoraVee: lmao i thoght somthing was wrong with my phone
7:41 | (Member (1 month)) Anissa: it's working!!
7:41 | (Member (6 months)) 🍫 Reitto: there it is
7:42 | Tvanon: yes
7:42 | (Member (2 months)) Airelle Rune: THERE IT IS~:_aiaBURN::_aiaBURN::_aiaBURN:
7:42 | Lali: yess
7:42 | (Member (6 months)) Isaac: I HEAR
7:42 | (Member (6 months)) PonySparkle69: Low
7:43 | (Member (6 months)) Night: yes!!
7:43 | (New member) Ian Mochizuki: hewwo
7:43 | Alucard_PhD🎉: Audio on
7:43 | crimsonitacilunarnebula: I
7:44 | (Member (1 month)) Link of the Saga: Hear it now
7:44 | Jin The Great: working
7:44 | (Member (6 months)) Oscar🚪🔑: there we go
7:44 | (Member (2 months)) Harmony Xx: Oh!
7:45 | (Member (2 months)) Dolliette ☕️🍂: Hiya Aia!!!!
7:45 | Blueflame: yesss
7:45 | (Member (6 months)) NotoriousBSG82: we can hear you now Aia
7:45 | (Member (2 months)) zXxSladexXz: Loud and clear
